iter	Logloss
221	0.06434486806
222	0.06410167366
223	0.06391143799
224	0.06370805204
225	0.06347473711
226	0.06325751543
227	0.06304811686
228	0.06285466254
229	0.0626263395
230	0.0623816438
231	0.06228455901
232	0.06207548827
233	0.06193526834
234	0.06178354844
235	0.06163085997
236	0.06147069857
237	0.06130962446
238	0.0611539185
239	0.06095372513
240	0.06076201051
241	0.06047226116
242	0.06025363505
243	0.06009215489
244	0.05989660323
245	0.05976006761
246	0.05956504866
247	0.05944018811
248	0.05923536792
249	0.0591359362
250	0.05894489214
251	0.05874794349
252	0.05856833234
253	0.0584705621
254	0.05829688907
255	0.05811076984
256	0.05793678388
257	0.05776267499
258	0.05754046142
259	0.05743193999
260	0.05720232055
261	0.05702192336
262	0.05682815611
263	0.05669767782
264	0.05656737089
265	0.05646498501
266	0.05629712343
267	0.05612731725
268	0.05604372546
269	0.05593711883
270	0.05577385426
271	0.05570969358
272	0.0556563437
273	0.05555060133
274	0.05540321767
275	0.05524188653
276	0.05511908978
277	0.0548514761
278	0.05476675183
279	0.05466827378
280	0.05446421355
281	0.05439225584
282	0.05428094417
283	0.05414864048
284	0.0540041551
285	0.05382467806
286	0.05366539955
287	0.05352646485
288	0.05338499695
289	0.05327666923
290	0.05314122885
291	0.05305337161
292	0.05290794373
293	0.05275025964
294	0.05259659141
295	0.05251738057
296	0.05240444466
297	0.05228956044
298	0.05211770907
299	0.05199961737
300	0.05190034956
301	0.05178214237
302	0.05164804682
303	0.05152960122
304	0.0514534153
305	0.05126447603
306	0.0512110889
307	0.05114069581
308	0.05102990195
309	0.05092779174
310	0.05087167025
311	0.05080583692
312	0.05071407557
313	0.05056159943
314	0.05045868456
315	0.05031815916
316	0.05024195462
317	0.05010537058
318	0.05003301054
319	0.04993823916
320	0.0498618558
321	0.04980214685
322	0.04973204434
323	0.04958812892
324	0.04948379472
325	0.04937803373
326	0.04930151626
327	0.04923995957
328	0.04912691563
329	0.04903680086
330	0.04897615686
331	0.04879210517
332	0.04873227328
333	0.04863345623
334	0.04853826389
335	0.04839192331
336	0.04828713834
337	0.04815609008
338	0.04808744788
339	0.04800315946
340	0.04790920019
341	0.04780420661
342	0.04773577303
343	0.04756447673
344	0.04744583368
345	0.04737975448
346	0.04728252813
347	0.04721120745
348	0.04709732533
349	0.04702603444
350	0.04688485712
351	0.04680461437
352	0.04673909023
353	0.04663133621
354	0.04657077044
355	0.04651578516
356	0.04642169178
357	0.04624483362
358	0.04617469013
359	0.04612941295
360	0.04604334384
361	0.04598606378
362	0.04585279152
363	0.04578805715
364	0.0457291007
365	0.04565963894
366	0.04558327049
367	0.04551548138
368	0.0454081744
369	0.04533778876
370	0.04524132609
371	0.04509811476
372	0.0450511314
373	0.04497925937
374	0.04493211955
375	0.04487365484
376	0.04474155977
377	0.04463879392
378	0.04453253001
379	0.04443497211
380	0.04434230924
381	0.04427488893
382	0.04422198236
383	0.04412827641
384	0.04406435788
385	0.04401947558
386	0.04392652214
387	0.04384891316
388	0.0437695533
389	0.04369570315
390	0.04362120479
391	0.04356441647
392	0.04350985587
393	0.04344318062
394	0.0433277376
395	0.04323659092
396	0.04317302257
397	0.04309211671
398	0.04304710031
399	0.04295667633
400	0.04288288206
401	0.04282819852
402	0.04276182875
403	0.04265225306
404	0.04258117452
405	0.04251573235
406	0.04242847487
407	0.0423832424
408	0.04232809693
409	0.04227702692
410	0.04222294688
411	0.04214332253
412	0.04209112003
413	0.04204574972
414	0.04195009172
415	0.04185895994
416	0.04176851362
417	0.0416749455
418	0.04160845652
419	0.04154117405
420	0.04142855853
421	0.04137386382
422	0.04133593291
423	0.04125266895
424	0.04121125489
425	0.04113407433
426	0.04109307379
427	0.04103323072
428	0.04097400233
429	0.04090791196
430	0.04086283222
431	0.04081560299
432	0.04076087475
433	0.04065005481
434	0.04052267596
435	0.04047370702
436	0.04041523486
437	0.0403585732
438	0.04031655192
439	0.04026803374
440	0.04020178691
441	0.04014467075
442	0.0400634557
443	0.03999459743
444	0.03995174542
445	0.03991018608
446	0.03981359303
447	0.03979750723
448	0.03972417861
449	0.03968402743
450	0.03959324211
451	0.03954122961
452	0.03949421644
453	0.03944962472
454	0.03938498721
455	0.03927336633
456	0.03921859711
457	0.03916392103
458	0.03913279995
459	0.03906055167
460	0.03901031613
461	0.03893636167
462	0.03886736184
463	0.03878029436
464	0.03870026395
465	0.03864192218
466	0.03859837353
467	0.0385016799
468	0.03843372688
469	0.03839037567
470	0.03832779452
471	0.03831016272
472	0.0382637307
473	0.0381799303
474	0.03811858594
475	0.03806938231
476	0.03801130503
477	0.03796735406
478	0.03785344958
479	0.03779035062
480	0.03773184866
481	0.03768435866
482	0.03763829172
483	0.03758787364
484	0.03752186149
485	0.0374744162
486	0.03740118444
487	0.03732727468
488	0.03728115559
489	0.03724927455
490	0.03721458092
491	0.03716500849
492	0.03709526733
493	0.03705458343
494	0.03700722009
495	0.03693440557
496	0.03685323894
497	0.0368187055
498	0.03678697348
499	0.03669608384
500	0.0366685614
501	0.03659856319
502	0.03656616807
503	0.03651759028
504	0.03645602986
505	0.03642399609
506	0.03637086973
507	0.03628744185
508	0.03622497991
509	0.03614237159
510	0.03611722589
511	0.03609221801
512	0.03602346033
513	0.03596977517
514	0.03589579836
515	0.03584259748
516	0.035805583
517	0.03577279672
518	0.03573539108
519	0.03569410741
520	0.03566395864
521	0.03561729938
522	0.03553739935
523	0.03550590202
524	0.03546395898
525	0.03542871028
526	0.03535360843
527	0.03531239927
528	0.03527429327
529	0.035231933
530	0.03519362956
531	0.03514948487
532	0.03509925306
533	0.03503324836
534	0.0349720493
535	0.03490632772
536	0.03487294167
537	0.0347965546
538	0.03474342078
539	0.0346737355
540	0.03465223312
541	0.03461403772
542	0.03454692662
543	0.03448824584
544	0.03444192559
545	0.03437703103
546	0.03430512175
547	0.03427312896
548	0.0342486091
549	0.03418023512
550	0.03414330259
551	0.03411474451
552	0.03406052291
553	0.03401387483
554	0.0339576453
555	0.03391763568
556	0.03388403356
557	0.03380562738
558	0.03377365321
559	0.03374117613
560	0.03370422497
561	0.03367543966
562	0.03365490586
563	0.03360950202
564	0.03348367289
565	0.03343530744
566	0.03337603435
567	0.03331173956
568	0.03328128904
569	0.0332532078
570	0.03318796307
571	0.03316244483
572	0.03310620412
573	0.03307472542
574	0.03303733468
575	0.03300690651
576	0.03297190368
577	0.03292700648
578	0.03288831562
579	0.03282094374
580	0.03275043145
581	0.03266678005
582	0.03261664137
583	0.03258621693
584	0.03253669292
585	0.03250422329
586	0.03246547282
587	0.0324142836
588	0.03237196058
589	0.03234474733
590	0.0323173292
591	0.03227653354
592	0.0321790427
593	0.03207540885
594	0.03204487264
595	0.03199534118
596	0.03195366263
597	0.03189011663
598	0.03186007217
599	0.0317504555
600	0.031725768
601	0.03168530762
602	0.03161459044
603	0.03155177087
604	0.03150987625
605	0.03142631426
606	0.03136968613
607	0.03135884181
608	0.03133361042
609	0.03131708503
610	0.03129417449
611	0.03126841411
612	0.03122433648
613	0.03119095601
614	0.03114599548
615	0.03110562265
616	0.03108511493
617	0.0310302563
618	0.03098407388
619	0.03095898964
620	0.03089402616
621	0.03084463999
622	0.03081068024
623	0.03077502921
624	0.03070698306
625	0.03068324924
626	0.03066017479
627	0.03063425049
628	0.03059521876
629	0.03058411367
630	0.0305177588
631	0.03047192469
632	0.03041478619
633	0.03035178967
634	0.0303241238
635	0.03029702976
636	0.03027792089
637	0.03021233156
638	0.03017391451
639	0.03015996516
640	0.03010741994
641	0.0301011838
642	0.03006664105
643	0.03002746031
644	0.02994809113
645	0.02988485619
646	0.02986071445
647	0.02982391976
648	0.02978010289
649	0.02973683551
650	0.0296828337
651	0.02960420959
652	0.02957801148
653	0.02951888554
654	0.02949578501
655	0.02946352214
656	0.02942868508
657	0.02938558534
658	0.02934954874
659	0.0293390695
660	0.02931532823
661	0.02923930809
662	0.0291954875
663	0.02916494943
664	0.02913726494
665	0.02910528518
666	0.02907523327
667	0.02903593332
668	0.02899217606
669	0.02892643027
670	0.02888553962
671	0.02886103466
672	0.02883690223
673	0.02880321629
674	0.02878387086
675	0.02875141986
676	0.02869237959
677	0.02865587361
678	0.02863131091
679	0.02858559042
680	0.02855301835
681	0.02850501612
682	0.02846956626
683	0.02841386944
684	0.02836372331
685	0.02832620591
686	0.02829137631
687	0.02824528702
688	0.0282051973
689	0.0281544067
690	0.02811851352
691	0.02809500694
692	0.02806614712
693	0.0280131828
694	0.02798975632
695	0.02792633325
696	0.02789887786
697	0.0278690923
698	0.02784638107
699	0.027791664
700	0.02776690573
701	0.02770213038
702	0.02766508609
703	0.02765922993
704	0.02764344588
705	0.02761921659
706	0.0275842417
707	0.027559001
708	0.02750461549
709	0.02747536637
710	0.02744911611
711	0.02739704214
712	0.02736016735
713	0.02733440697
714	0.02730465494
715	0.02723305672
716	0.02721232548
717	0.0271628201
718	0.02713149786
719	0.02711030468
720	0.02707489207
721	0.02701083384
722	0.02695026621
723	0.02691447362
724	0.02686160803
725	0.02681988664
726	0.02677332424
727	0.02673693374
728	0.0267175436
729	0.02668171935
730	0.02665623277
731	0.02663507871
732	0.02660375461
733	0.02656445652
734	0.02653351426
735	0.02652116679
736	0.02649262361
737	0.02647057362
738	0.02643603086
739	0.02640300244
740	0.02636228316
741	0.02634399757
742	0.02632546984
743	0.02628942952
744	0.02625633404
745	0.02622319385
746	0.02617943287
747	0.02614798024
748	0.02612943016
749	0.02609901503
750	0.02607759647
751	0.02605932951
752	0.02601426095
753	0.0259716548
754	0.02593643405
755	0.02590345591
756	0.02588554472
757	0.02586563677
758	0.02583063394
759	0.02580954507
760	0.02577852644
761	0.02575238422
762	0.02572932467
763	0.02568544261
764	0.02563165314
765	0.02560420334
766	0.02556691319
767	0.02553576231
768	0.02548643015
769	0.02545334212
770	0.02541898936
771	0.02538438886
772	0.0253466703
773	0.02533192188
774	0.02527671494
775	0.02525268123
776	0.02522393316
777	0.02520406246
778	0.02516810969
779	0.02512718365
780	0.02508603409
781	0.02505779266
782	0.02502485365
783	0.02499346435
784	0.02495943196
785	0.0249339398
786	0.02489365265
787	0.02487710863
788	0.02484497428
789	0.02478545159
790	0.02474558726
791	0.02472967654
792	0.02469277382
793	0.0246641133
794	0.02462937869
795	0.02459989488
796	0.02455342561
797	0.024513226
798	0.02449353412
799	0.02447832562
800	0.0244587902
801	0.02443963662
802	0.0244174134
803	0.02437519282
804	0.02434656397
805	0.02431720681
806	0.02427147701
807	0.02423831634
808	0.02419887483
809	0.02417164482
810	0.02413639985
811	0.02411353216
812	0.0240923129
813	0.02406264469
814	0.02399924397
815	0.02397666685
816	0.02394018322
817	0.02390958741
818	0.02387981489
819	0.02384027652
820	0.02379465662
821	0.02376810648
822	0.0237245243
823	0.02369159088
824	0.02367512509
825	0.02364729904
826	0.0236120522
827	0.02357288823
828	0.02354394272
829	0.02350684814
830	0.02348279953
831	0.02345825732
832	0.02339314483
833	0.02336676791
834	0.02331915312
835	0.02329249494
836	0.02325563133
837	0.02320465818
838	0.02314379625
839	0.02312517166
840	0.02306935005
841	0.0230472032
842	0.02302742004
843	0.02300189808
844	0.0229446739
845	0.02291736752
846	0.02287539281
847	0.02281868458
848	0.02277578227
849	0.02275261655
850	0.02272741497
851	0.0227167923
852	0.02268805914
853	0.02267393842
854	0.02265733108
855	0.02264412865
856	0.02262119204
857	0.02260633744
858	0.02254519984
859	0.02251853421
860	0.02249055356
861	0.02246126905
862	0.02243530005
863	0.02240877412
864	0.02235239185
865	0.02231897227
866	0.02230061963
867	0.02226153389
868	0.02223568782
869	0.02222113684
870	0.02218787
871	0.02216347679
872	0.0221399162
873	0.02209280804
874	0.02208106592
875	0.02205992863
876	0.0220374912
877	0.02202287875
878	0.02199712582
879	0.02196412534
880	0.02193098515
881	0.02191787586
882	0.02186598256
883	0.02184474841
884	0.02181977779
885	0.02179457247
886	0.0217728205
887	0.02176262066
888	0.02174808457
889	0.0217073448
890	0.02168641984
891	0.02167465165
892	0.02165170386
893	0.02161067724
894	0.02157791704
895	0.02155493386
896	0.02153298259
897	0.02151006646
898	0.02148580179
899	0.0214731656
900	0.02144992724
901	0.02142290585
902	0.02136307955
903	0.02134681493
904	0.0213338919
905	0.02130787075
906	0.02128100023
907	0.02125104703
908	0.02121459506
909	0.02117207088
910	0.02111595869
911	0.02107977122
912	0.02104996331
913	0.02102806419
914	0.02101339772
915	0.02099156007
916	0.02096860483
917	0.0209309049
918	0.02090767026
919	0.02086471766
920	0.02084055543
921	0.02082672343
922	0.02080445364
923	0.02078685351
924	0.02075206116
925	0.02072932571
926	0.02069453523
927	0.02066843584
928	0.02063188329
929	0.02059300244
930	0.02057303116
931	0.02052427456
932	0.02050223947
933	0.02048341744
934	0.02046777681
935	0.02043982968
936	0.02039971761
937	0.02037136629
938	0.0203423053
939	0.02029308304
940	0.02028013207
941	0.02025534958
942	0.0202278737
943	0.02021449059
944	0.02017809823
945	0.02016322128
946	0.02014586702
947	0.02012536302
948	0.02008109167
949	0.02006644756
950	0.02004599385
951	0.0200237222
952	0.02000026405
953	0.01998045668
954	0.01996302418
955	0.01994509809
956	0.01991688833
957	0.0198960267
958	0.01987168379
959	0.01984385401
960	0.01982407458
961	0.01980083808
962	0.01978310384
963	0.01975371875
964	0.01973460987
965	0.01971455477
966	0.01968312077
967	0.01967198029
968	0.01963501051
969	0.01961426251
970	0.01959820464
971	0.01955981925
972	0.01953563094
973	0.01951501891
974	0.0194960013
975	0.01947284862
976	0.01942738891
977	0.01938865334
978	0.019367259
979	0.01935016364
980	0.01933019795
981	0.01930353791
982	0.01928400062
983	0.01925685629
984	0.01924378425
985	0.01922729239
986	0.01919603348
987	0.01916896552
988	0.01915026084
989	0.01913319528
990	0.01909837313
991	0.01907793246
992	0.01906698383
993	0.01900664717
994	0.01899305359
995	0.01897581294
996	0.01895398274
997	0.01892063208
998	0.01890419237
999	0.01887168735
